coordinate,jdk8_version,jdk8_status,jdk17_version,jdk17_status,jdk21_version,jdk21_status,notes
com.keypoint:png-encoder,1.5,bytecode-pass,1.5,bytecode-pass,1.5,bytecode-pass,
com.kingbase8.jdbc:kingbase8,8.6.0,unverified-artifact,8.6.0,unverified-artifact,8.6.0,unverified-artifact,
com.konghq:unirest-java-core,,unsupported,4.10.0,bytecode-pass,4.10.0,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
com.konghq:unirest-modules-jackson,,unsupported,4.10.0,bytecode-pass,4.10.0,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
com.larksuite.oapi:oapi-sdk,2.8.4,bytecode-pass,2.8.4,bytecode-pass,2.8.4,bytecode-pass,
com.lmax:disruptor,3.4.4,bytecode-pass,4.0.0,bytecode-pass,4.0.0,bytecode-pass,
com.maxmind.geoip2:geoip2,2.17.0,bytecode-pass,5.1.0,bytecode-pass,5.1.0,bytecode-pass,
com.mercadopago:sdk-java,2.9.2,bytecode-pass,2.9.2,bytecode-pass,2.9.2,bytecode-pass,
com.microsoft.sqlserver:mssql-jdbc,6.2.1.jre7,bytecode-pass,12.10.2.jre11,bytecode-pass,12.10.2.jre11,bytecode-pass,
com.mysql:mysql-connector-j,9.7.0,bytecode-pass,9.7.0,bytecode-pass,9.7.0,bytecode-pass,
com.netflix.hystrix:hystrix-core,1.5.18,bytecode-pass,1.5.18,bytecode-pass,1.5.18,bytecode-pass,
com.netflix.hystrix:hystrix-metrics-event-stream,1.5.18,bytecode-pass,1.5.18,bytecode-pass,1.5.18,bytecode-pass,
com.nimbusds:nimbus-jose-jwt,10.9.1,bytecode-pass,10.9.1,bytecode-pass,10.9.1,bytecode-pass,
com.octo.captcha:jcaptcha,2.0-alpha-1,bytecode-pass,2.0-alpha-1,bytecode-pass,2.0-alpha-1,bytecode-pass,
com.octo.captcha:jcaptcha-api,2.0-alpha-1,bytecode-pass,2.0-alpha-1,bytecode-pass,2.0-alpha-1,bytecode-pass,
com.oracle.database.r2dbc:oracle-r2dbc,1.0.0,unsupported,1.3.0,bytecode-pass,1.3.0,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
com.paymentwall:paymentwall-java,2.0.4,bytecode-pass,2.0.4,bytecode-pass,2.0.4,bytecode-pass,
com.paypal.sdk:checkout-sdk,2.0.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
com.paypal.sdk:payouts-sdk,1.1.1,bytecode-pass,1.1.1,bytecode-pass,1.1.1,bytecode-pass,
com.paypal.sdk:paypal-server-sdk,2.3.0,bytecode-pass,2.3.0,bytecode-pass,2.3.0,bytecode-pass,
com.paypal.sdk:rest-api-sdk,1.14.0,bytecode-pass,1.14.0,bytecode-pass,1.14.0,bytecode-pass,
com.pgvector:pgvector,0.1.6,bytecode-pass,0.1.6,bytecode-pass,0.1.6,bytecode-pass,
com.pi4j:pi4j-core,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-library-gpiod,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-library-linuxfs,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-library-pigpio,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-plugin-gpiod,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-plugin-linuxfs,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-plugin-mock,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-plugin-pigpio,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-plugin-raspberrypi,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.pi4j:pi4j-test,,absent,2.8.0,bytecode-pass,3.0.2,bytecode-pass,
com.qcloud:cos_api,5.6.269,bytecode-pass,5.6.269,bytecode-pass,5.6.269,bytecode-pass,
com.qcloud:cos_api-bundle,5.6.269,bytecode-pass,5.6.269,bytecode-pass,5.6.269,bytecode-pass,
com.qiniu:qiniu-java-sdk,7.19.0,bytecode-pass,7.19.0,bytecode-pass,7.19.0,bytecode-pass,
com.rabbitmq:amqp-client,5.32.0,bytecode-pass,5.32.0,bytecode-pass,5.32.0,bytecode-pass,
com.rabbitmq:stream-client,,absent,0.24.0,bytecode-pass,0.24.0,bytecode-pass,
com.redis:testcontainers-redis,2.0.2,bytecode-pass,2.2.4,bytecode-pass,2.2.4,bytecode-pass,
com.samskivert:jmustache,,absent,1.16,bytecode-pass,1.16,bytecode-pass,
com.sendgrid:sendgrid-java,4.9.3,bytecode-pass,4.10.3,bytecode-pass,4.10.3,bytecode-pass,
com.sequoiadb:sequoiadb-driver,5.10,bytecode-pass,5.10,bytecode-pass,5.10,bytecode-pass,
com.sleepycat:je,18.3.12,bytecode-pass,18.3.12,bytecode-pass,18.3.12,bytecode-pass,
com.spotify:docker-client,8.16.0,bytecode-pass,8.16.0,bytecode-pass,8.16.0,bytecode-pass,
com.sun.istack:istack-commons-runtime,3.0.12,bytecode-pass,4.2.0,bytecode-pass,4.2.0,bytecode-pass,
com.sun.istack:istack-commons-tools,3.0.12,bytecode-pass,4.2.0,bytecode-pass,4.2.0,bytecode-pass,
com.sun.xml.messaging.saaj:saaj-impl,,absent,3.0.4,bytecode-pass,3.0.4,bytecode-pass,
com.taosdata.jdbc:taos-jdbcdriver,3.8.4,bytecode-pass,3.9.0,bytecode-pass,3.9.0,bytecode-pass,
com.tencentcloudapi:tencentcloud-sdk-java,3.1.1492,bytecode-pass,3.1.1492,bytecode-pass,3.1.1492,bytecode-pass,
com.tencentcloudapi:tencentcloud-sdk-java-faceid,3.1.1472,bytecode-pass,3.1.1472,bytecode-pass,3.1.1472,bytecode-pass,
com.tencentcloudapi:tencentcloud-sdk-java-sms,3.1.1451,bytecode-pass,3.1.1451,bytecode-pass,3.1.1451,bytecode-pass,
com.thoughtworks.xstream:xstream,1.4.21,bytecode-pass,1.4.21,bytecode-pass,1.4.21,bytecode-pass,
com.tngtech.archunit:archunit-junit5,1.4.2,bytecode-pass,1.4.2,bytecode-pass,1.4.2,bytecode-pass,
com.tongweb:tongweb-embed-core,7.0.E.6_P5,unverified-artifact,7.0.E.6_P5,unverified-artifact,7.0.E.6_P5,unverified-artifact,
com.tongweb:tongweb-embed-dubbo,7.0.E.6_P5,unverified-artifact,7.0.E.6_P5,unverified-artifact,7.0.E.6_P5,unverified-artifact,
com.tongweb:tongweb-gmssl,1.0.0,unverified-artifact,1.0.0,unverified-artifact,1.0.0,unverified-artifact,
com.tongweb:tongweb-lic-sdk,4.4.1.3,unverified-artifact,4.4.1.3,unverified-artifact,4.4.1.3,unverified-artifact,
com.twelvemonkeys.imageio:imageio-batik,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-bmp,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-clippath,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-core,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-hdr,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-icns,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-iff,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-jpeg,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-metadata,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-pcx,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-pdf,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-pict,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-pnm,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-psd,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-sgi,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-tga,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-thumbsdb,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-tiff,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.twelvemonkeys.imageio:imageio-webp,3.13.1,bytecode-pass,3.13.1,bytecode-pass,3.13.1,bytecode-pass,
com.typesafe.akka:akka-actor_3,2.8.8,bytecode-pass,2.8.8,bytecode-pass,2.8.8,bytecode-pass,
com.typesafe.akka:akka-cluster_3,2.8.8,bytecode-pass,2.8.8,bytecode-pass,2.8.8,bytecode-pass,
com.typesafe.akka:akka-http_3,10.5.3,bytecode-pass,10.5.3,bytecode-pass,10.5.3,bytecode-pass,
com.typesafe.akka:akka-remote_3,,unsupported,2.8.8,bytecode-pass,2.8.8,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
com.typesafe.akka:akka-slf4j_3,2.8.8,bytecode-pass,2.8.8,bytecode-pass,2.8.8,bytecode-pass,
com.typesafe.akka:akka-stream_3,,unsupported,2.8.8,bytecode-pass,2.8.8,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
com.unboundid:unboundid-ldapsdk,6.0.11,bytecode-pass,6.0.11,bytecode-pass,6.0.11,bytecode-pass,
com.xuxueli:xxl-job-core,2.5.0,bytecode-pass,3.4.2,bytecode-pass,3.4.2,bytecode-pass,
com.yomahub:liteflow-core,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-react-agent,2.16.0,pom,2.16.0,pom,2.16.0,pom,
com.yomahub:liteflow-rule-nacos,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-rule-sql,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-aviator,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-groovy,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-java,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-javascript,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-javax,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-kotlin,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-lua,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-python,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-script-qlexpress,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.yomahub:liteflow-spring,2.16.0,bytecode-pass,2.16.0,bytecode-pass,2.16.0,bytecode-pass,
com.zaxxer:HikariCP,4.0.3,bytecode-pass,7.1.0,bytecode-pass,7.1.0,bytecode-pass,
com.zendesk:mysql-binlog-connector-java,0.30.3,bytecode-pass,0.30.3,bytecode-pass,0.30.3,bytecode-pass,
commons-attributes:commons-attributes-api,2.2,bytecode-pass,2.2,bytecode-pass,2.2,bytecode-pass,
commons-attributes:commons-attributes-plugin,2.2,bytecode-pass,2.2,bytecode-pass,2.2,bytecode-pass,
commons-beanutils:commons-beanutils,1.11.0,bytecode-pass,1.11.0,bytecode-pass,1.11.0,bytecode-pass,
commons-betwixt:commons-betwixt,0.8,bytecode-pass,0.8,bytecode-pass,0.8,bytecode-pass,
commons-chain:commons-chain,1.2,bytecode-pass,1.2,bytecode-pass,1.2,bytecode-pass,
commons-cli:commons-cli,1.11.0,bytecode-pass,1.11.0,bytecode-pass,1.11.0,bytecode-pass,
commons-codec:commons-codec,1.22.0,bytecode-pass,1.22.0,bytecode-pass,1.22.0,bytecode-pass,
commons-collections:commons-collections,3.2.2,bytecode-pass,3.2.2,bytecode-pass,3.2.2,bytecode-pass,
commons-configuration:commons-configuration,1.10,bytecode-pass,1.10,bytecode-pass,1.10,bytecode-pass,
commons-daemon:commons-daemon,1.6.1,bytecode-pass,1.6.1,bytecode-pass,1.6.1,bytecode-pass,
commons-dbcp:commons-dbcp,1.4,bytecode-pass,1.4,bytecode-pass,1.4,bytecode-pass,
commons-dbutils:commons-dbutils,1.8.1,bytecode-pass,1.8.1,bytecode-pass,1.8.1,bytecode-pass,
commons-digester:commons-digester,2.1,bytecode-pass,2.1,bytecode-pass,2.1,bytecode-pass,
commons-discovery:commons-discovery,0.5,bytecode-pass,0.5,bytecode-pass,0.5,bytecode-pass,
commons-fileupload:commons-fileupload,1.6.0,bytecode-pass,1.6.0,bytecode-pass,1.6.0,bytecode-pass,
commons-httpclient:commons-httpclient,3.1,bytecode-pass,3.1,bytecode-pass,3.1,bytecode-pass,
commons-io:commons-io,2.22.0,bytecode-pass,2.22.0,bytecode-pass,2.22.0,bytecode-pass,
commons-jxpath:commons-jxpath,1.4.0,bytecode-pass,1.4.0,bytecode-pass,1.4.0,bytecode-pass,
commons-lang:commons-lang,2.6,bytecode-pass,2.6,bytecode-pass,2.6,bytecode-pass,
commons-logging:commons-logging,1.4.0,bytecode-pass,1.4.0,bytecode-pass,1.4.0,bytecode-pass,
commons-net:commons-net,3.13.0,bytecode-pass,3.13.0,bytecode-pass,3.13.0,bytecode-pass,
commons-pool:commons-pool,1.6,bytecode-pass,1.6,bytecode-pass,1.6,bytecode-pass,
commons-validator:commons-validator,1.10.1,bytecode-pass,1.10.1,bytecode-pass,1.10.1,bytecode-pass,
eu.bitwalker:UserAgentUtils,1.21,bytecode-pass,1.21,bytecode-pass,1.21,bytecode-pass,
fr.opensagres.xdocreport.sfntly:sfntly,1.0.0,bytecode-pass,1.0.0,bytecode-pass,1.0.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.odfdom.converter.core,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.odfdom.converter.pdf,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.odfdom.converter.xhtml,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.poi.xwpf.converter.core,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.poi.xwpf.converter.pdf,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.poi.xwpf.converter.xhtml,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.converter,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.converter.docx.docx4j,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.converter.docx.xwpf,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.converter.odt.odfdom,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.core,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.docx,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.odp,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.ods,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.odt,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.pptx,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.textstyling.wiki,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.tools,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.itext.extension,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.itext5.extension,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.remoting.resources,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.template,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.freemarker,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.textstyling.wiki,0.9.4,bytecode-pass,0.9.4,bytecode-pass,0.9.4,bytecode-pass,
fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.velocity,2.0.6,bytecode-pass,2.1.0,bytecode-pass,2.1.0,bytecode-pass,
fr.opensagres.xdocreport:org.apache.poi.xwpf.converter.pdf.itext5,2.0.6,unverified-artifact,2.1.0,unverified-artifact,2.1.0,unverified-artifact,
global.namespace.truelicense:truelicense-api,4.1.4,bytecode-pass,4.1.4,bytecode-pass,4.1.4,bytecode-pass,
global.namespace.truelicense:truelicense-core,4.1.4,bytecode-pass,4.1.4,bytecode-pass,4.1.4,bytecode-pass,
global.namespace.truelicense:truelicense-v1,4.1.4,bytecode-pass,4.1.4,bytecode-pass,4.1.4,bytecode-pass,
info.picocli:picocli-shell-jline3,4.7.7,bytecode-pass,4.7.7,bytecode-pass,4.7.7,bytecode-pass,
io.appium:java-client,8.6.0,bytecode-pass,10.1.1,bytecode-pass,10.1.1,bytecode-pass,
io.asyncer:r2dbc-mysql,1.4.2,bytecode-pass,1.4.2,bytecode-pass,1.4.2,bytecode-pass,
io.buji:buji-pac4j,4.1.1,bytecode-pass,9.1.1,bytecode-pass,9.1.1,bytecode-pass,
io.dropwizard.metrics:metrics-httpclient,4.2.39,bytecode-pass,4.2.39,bytecode-pass,4.2.39,bytecode-pass,
io.dropwizard.metrics:metrics-jcache,4.2.39,bytecode-pass,4.2.39,bytecode-pass,4.2.39,bytecode-pass,
io.github.classgraph:classgraph,4.8.184,bytecode-pass,4.8.184,bytecode-pass,4.8.184,bytecode-pass,
io.github.easy4j:agora-java-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:calibre-invoker,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:canal-client-plus-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:claudecode-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:codex-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:cos,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:cxf-rt-bytebuddy,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:cxf-rt-javassist,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:dingtalk-sdk-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:disruptor-biz,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:disruptor-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:dozer-extra-converters,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:dreamina-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:easydoc,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:easypdf,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:faceplusplus-java-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:fetion4j-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:hermes-java-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:hitool,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:hitool-core,1.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:hitool-crypto,1.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,unverified-artifact,3.0.x.20260630-SNAPSHOT,unverified-artifact,
io.github.easy4j:hitool-mail,1.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,unverified-artifact,3.0.x.20260630-SNAPSHOT,unverified-artifact,
io.github.easy4j:httpclient-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:httpclient3-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:ishumei-java-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:jackson-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:javassist-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:jcifs-pool,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:jwt-issuer,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:metrics-biz,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:metrics-druid,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:metrics-ehcache3,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:metrics-resteasy,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:metrics-sigar2,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:okhttp3-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:okhttp3-metrics-prometheus,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:openclaw-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:opencli-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:opencode-java-sdk,,absent,,absent,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:opencv-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-extension-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-extension-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-oauth-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-otp-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-uniauth,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pac4j-yiban,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:pack-with-assembly,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:perf4j-log4j2,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
